age,distrib
1,5.352591333899746
2,3.037383177570094
3,3.4197111299915046
4,4.842820730671198
5,3.0586236193712835
6,2.9949022939677152
7,4.80033984706882
8,4.524214103653357
9,3.398470688190315
10,4.991503823279525
11,3.8870008496176727
12,0.0
13,11.236193712829229
14,5.628717077315209
15,3.5683942225998306
16,1.9116397621070522
17,3.6108751062022097
18,3.9719626168224305
19,1.9116397621070522
20,7.009345794392525
21,9.834324553950724
22,7.009345794392525
