age,distrib
1,20.4
2,18.8
3,15.2
4,10.1
5,8.0
6,7.6
7,5.9
8,6.0
9,3.4
10,1.5
11,1.3
12,0.25
13,0.19
14,0.18
15,0.17
16,0.16
17,0.15
18,0.14
19,0.13
20,0.12
21,0.1
22,0.1
23,0.1
24,0.01
