age,distrib
1,10.39
2,11.93
3,1.13
4,7.97
5,7.14
6,6.4
7,5.73
8,11.66
9,11.66
10,0.89
11,0.89
12,3.55
13,3.55
14,4.56
15,2.53
16,2.53
17,1.27
18,0.63
19,0.63
20,1.01
21,1.01
22,1.01
23,1.01
24,0.92
