age,distrib
1,0.05
2,0.94
3,2.06
4,2.78
5,2.33
6,3.28
7,4.0
8,3.82
9,3.95
10,3.46
11,3.28
12,2.3
13,2.47
14,1.75
15,1.61
16,1.75
17,1.71
18,1.4
19,1.13
20,1.4
21,1.4
22,1.13
23,1.31
24,1.58
25,2.16
26,2.3
27,1.76
28,1.53
29,2.16
30,2.7
31,2.97
32,2.57
33,3.38
34,3.2
35,2.34
36,2.16
37,2.12
38,1.58
39,1.49
40,1.26
41,1.67
42,1.04
43,0.72
44,1.62
45,1.08
46,1.53
47,0.86
48,1.17
49,2.16
50,1.58
