age,distrib
1,10.12312
2,10.12312
3,10.12312
4,7.113543
5,7.113543
6,12.9959
7,7.387141
8,7.387141
9,3.556772
10,5.471956
11,4.514364
12,4.651163
13,2.599179
14,2.599179
15,1.094391
16,0.820793
17,0.820793
18,0.820793
19,0.683994528
