age,distrib
1,4.75611097
2,4.44546605
3,6.78106804
4,4.57186564
5,6.66476688
6,3.4997533
7,4.00989891
8,5.10571635
9,4.81945507
10,4.87417378
11,4.2461254
12,5.41593564
13,6.62282244
14,6.29274159
15,6.69463399
16,4.5047143
17,4.52828241
18,4.75677933
19,7.40968989
