age,distrib
1,10.0
2,7.5
3,7.5
4,7.5
5,7.5
6,7.5
7,7.5
8,7.5
9,7.5
10,7.5
11,7.5
12,7.5
13,7.5
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
