age,distrib
1,1.36
2,2.04
3,0.91
4,2.27
5,2.27
6,1.13
7,0.91
8,0.68
9,1.59
10,1.13
11,0.45
12,0.68
13,0.45
14,0.91
15,1.13
16,0.45
17,1.36
18,0.68
19,1.36
20,0.91
21,0.91
22,0.68
23,1.36
24,0.91
25,1.13
26,2.04
27,1.36
28,0.91
29,2.27
30,2.49
31,3.17
32,4.76
33,5.22
34,7.26
35,6.8
36,3.85
37,3.4
38,4.31
39,4.08
40,1.13
41,2.04
42,1.59
43,3.17
44,2.27
45,3.4
46,2.04
47,1.59
48,1.36
49,0.68
50,1.15
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
