age,distrib
1,1.1
2,1.1
3,1.1
4,1.1
5,1.1
6,1.1
7,1.1
8,1.1
9,1.1
10,1.1
11,1.1
12,1.1
13,1.1
14,1.1
15,1.1
16,1.1
17,1.1
18,1.1
19,1.1
20,1.1
21,2.6
22,2.6
23,2.6
24,2.6
25,2.6
26,3.25
27,3.25
28,3.25
29,3.25
30,3.25
31,3.25
32,3.25
33,3.25
34,3.25
35,3.25
36,3.25
37,3.25
38,3.25
39,3.25
40,3.25
41,3.25
42,3.25
43,3.25
44,3.25
45,3.25
