age,distrib
1,8.73
2,7.46
3,7.89
4,8.49
5,9.73
6,8.08
7,5.56
8,7.07
9,6.41
10,6.15
11,6.1
12,4.27
13,3.22
14,2.35
15,1.84
16,1.3
17,1.27
18,1.14
19,1.03
20,0.96
21,0.95
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
